EIP-RETURN-ADDRESS|2|Include a Return Address in every request message so responders can route replies to the correct channel.
EIP-SPLITTER|2|Decompose composite messages into individual sub-messages and emit a correlation identifier on each one.
EIP-WIRE-TAP|2|Insert a Wire Tap to forward message copies to a secondary channel without affecting the primary flow.
FP-ALGEBRAIC-DATA-TYPES|2|Model domain concepts with product and sum types to make invalid states unrepresentable at compile time.
FP-AVOID-SHARED-MUTABLE-STATE|1|Eliminate shared mutable state; transform data through pipelines to prevent race conditions and action-at-a-distance bugs.
FP-CURRYING|2|Use currying and partial application to progressively specialise generic functions without duplication.
FP-EQUATIONAL-REASONING|2|Write pure, referentially transparent functions so program correctness can be verified by algebraic substitution.
FP-FUNCTION-COMPOSITION|2|Build complex behaviour by composing small, single-purpose functions where each output feeds the next input.
FP-FUNCTIONAL-CORE-IMPERATIVE-SHELL|2|Put all business logic in a pure functional core and confine I/O and side effects to a thin imperative shell.
FP-FUNCTOR-MONAD|2|Use functor and monad abstractions to compose operations over contextual types uniformly via map and flatMap.
FP-HIGHER-ORDER-FUNCTIONS|2|Treat functions as first-class values and abstract control structures via higher-order functions to eliminate boilerplate.
FP-IMMUTABILITY|1|Prefer immutable data structures; produce new values on transformation and make mutation the explicit exception.
FP-LAZY-EVALUATION|2|Defer computations until results are needed to decouple producers from consumers and enable infinite sequences.
FP-MONOIDS-SEMIGROUPS|2|Identify associative binary operations and identity elements in domain types to enable generic, parallelisable aggregation.
FP-OPTION-EITHER-TYPES|2|Use Option and Either types to make absence and failure explicit in signatures, forcing exhaustive handling by callers.
FP-PATTERN-MATCHING|2|Use exhaustive pattern matching on algebraic data types to eliminate missing-case bugs at compile time.
FP-PERSISTENT-DATA-STRUCTURES|2|Use persistent data structures with structural sharing to get immutability guarantees at O(log n) update cost.
FP-POINT-FREE-STYLE|2|Define functions by composing transformations without naming arguments to focus on the pipeline, not the data.
FP-PURE-FUNCTIONS|1|Write functions that always return the same output for the same input and cause no observable side effects.
FP-RECURSION|2|Express repetition through recursive functions with explicit base and recursive cases instead of mutable loop variables.
FP-REFERENTIAL-TRANSPARENCY|1|Write expressions that can be replaced by their evaluated values anywhere without changing program behaviour.
FP-TAIL-CALL-OPTIMISATION|2|Use tail-recursive calls or trampolining to achieve O(1) stack space for deep recursive computations.
FP-TOTALITY|2|Write total functions that return a declared output type for every input; never throw, loop forever, or return null.
GOF-ABSTRACT-FACTORY|2|Use Abstract Factory to create families of related objects without coupling client code to concrete classes.
GOF-ADAPTER|2|Use Adapter to convert an incompatible interface into one clients expect, enabling unrelated classes to cooperate.
GOF-BRIDGE|2|Decouple abstraction from implementation via composition so both can vary independently without subclass explosion.
GOF-BUILDER|2|Separate complex object construction from its representation using a Builder to support multiple representations.
GOF-CHAIN-OF-RESPONSIBILITY|2|Chain handlers and pass a request along the chain until one handles it, decoupling sender from receiver.
GOF-COMMAND|2|Encapsulate requests as Command objects to support parameterization, queuing, logging, and undoable operations.
GOF-COMPOSITE|2|Compose objects into tree structures so clients treat individual objects and compositions of objects uniformly.
GOF-COMPOSITION-OVER-INHERITANCE|2|Favour object composition over inheritance to keep classes focused and enable behaviour changes at runtime.
GOF-DECORATOR|2|Attach additional responsibilities to objects dynamically via Decorator instead of creating subclass combinations.
GOF-FACADE|2|Provide a unified, simplified interface to a subsystem so clients have a simple entry point to complex functionality.
GOF-FACTORY-METHOD|2|Define a factory method in the creator so subclasses decide which concrete class to instantiate.
GOF-FLYWEIGHT|2|Share intrinsic, immutable state across many fine-grained objects to eliminate memory-wasting duplication.
GOF-INTERPRETER|2|Map each grammar rule to a class and traverse the resulting tree to interpret domain-language expressions.
GOF-ITERATOR|2|Traverse collections through an iterator object; never expose the collection's internal structure to callers.
GOF-LAW-OF-DEMETER|1|Call methods only on direct collaborators; never chain through objects returned by other calls.
GOF-MEDIATOR|2|Route all inter-component communication through a mediator; components must never reference each other directly.
GOF-MEMENTO|2|Capture and restore object state through an opaque memento; never expose internal fields for undo or rollback.
GOF-NULL-OBJECT|2|Replace null references with a do-nothing object implementing the same interface to eliminate null checks.
GOF-OBSERVER|2|Notify observers automatically via subscription; never hard-code dependents inside the subject.
GOF-PROGRAM-TO-INTERFACE|2|Declare all variables and parameters against abstract interfaces, never against concrete implementation types.
GOF-PROTOTYPE|2|Create new objects by cloning a pre-configured prototype rather than constructing them from scratch.
GOF-PROXY|2|Use a same-interface surrogate to control, defer, or augment access to the real subject transparently.
GOF-SINGLETON|2|Prefer dependency injection of a shared instance over a global Singleton; avoid mutable global state.
GOF-STATE|2|Encapsulate state-specific behavior in separate state objects and delegate to the current state at runtime.
GOF-STRATEGY|2|Encapsulate each algorithm variant behind a common interface and inject the chosen strategy at runtime.
GOF-TEMPLATE-METHOD|2|Define the algorithm skeleton in a final base-class method; let subclasses override only the varying steps.
GOF-VISITOR|2|Add new operations to a stable object hierarchy via a new Visitor class; never modify the element classes.
GRASP-CONTROLLER|2|Route system events through a dedicated controller class; never embed coordination logic in UI or domain objects.
GRASP-CREATOR|2|Assign object-creation responsibility to the class that aggregates, contains, or holds initializing data for the new object.
GRASP-HIGH-COHESION|1|Keep each class focused on a single, closely related set of responsibilities; reject unrelated additions.
GRASP-INDIRECTION|2|Introduce an intermediary object to decouple two components so each can vary independently.
GRASP-INFORMATION-EXPERT|1|Assign each responsibility to the class that already holds the data needed to fulfill it.
GRASP-LOW-COUPLING|1|Depend on stable abstractions and minimise the number of classes each class directly references.
GRASP-POLYMORPHISM|2|Replace type-based conditionals with polymorphic dispatch; let each type handle its own variant behavior.
GRASP-PROTECTED-VARIATIONS|2|Wrap every predicted point of variation behind a stable interface so change is confined to one boundary.
GRASP-PURE-FABRICATION|2|Invent infrastructure classes with no domain equivalent to isolate technical concerns and keep domain objects clean.
INFRA-HIGH-AVAILABILITY|2|Deploy across independent failure domains and validate failover regularly against defined RTO and RPO targets.
INFRA-IMMUTABLE-INFRASTRUCTURE|2|Never modify running infrastructure; replace it by deploying a freshly built, versioned artifact from a pipeline.
INFRA-INFRASTRUCTURE-AS-CODE|1|Declare every infrastructure resource in version-controlled code and apply all changes through an automated pipeline.
INFRA-LEAST-PRIVILEGE|1|Grant every identity only the minimum permissions required for its function; no standing admin access.
INFRA-MINIMIZE-IMAGE-LAYERS|1|Use multi-stage builds and combine RUN instructions to minimize container image size and attack surface.
INFRA-NO-SECRETS-IN-CODE|1|Inject secrets at runtime from a secrets manager; never store credentials in code, config files, or logs.
INFRA-NO-SECRETS-IN-IMAGE|1|Never pass secrets via ENV, ARG, COPY, or ADD in Dockerfiles; use BuildKit secret mounts instead.
INFRA-NON-ROOT-CONTAINER|1|Every container must switch to a dedicated non-root user with the USER directive before runtime.
INFRA-OBSERVABLE-INFRASTRUCTURE|1|Emit structured, centralised telemetry from every infrastructure layer and alert on leading indicators.
INFRA-PIN-BASE-IMAGES|1|Pin every FROM instruction to a specific digest or full version tag; never use mutable tags like latest.
OWASP-01-BROKEN-ACCESS-CONTROL|2|Enforce server-side authorisation on every request; deny by default and verify resource ownership explicitly.
OWASP-02-CRYPTOGRAPHIC-FAILURES|3|Use strong, current cryptographic algorithms with managed keys for all sensitive data in transit and at rest.
OWASP-03-INJECTION|3|Use parameterised queries and structured APIs for all interpreter calls; never concatenate user data into commands.
OWASP-04-INSECURE-DESIGN|2|Threat-model every feature before implementation and embed security controls at the architectural design level.
OWASP-05-SECURITY-MISCONFIGURATION|2|Change defaults, disable unused features, and enforce hardening checklists across all components and environments.
OWASP-06-VULNERABLE-COMPONENTS|2|Track all dependency versions, run SCA in CI, and fail builds on high-severity known vulnerabilities.
OWASP-07-AUTHENTICATION-FAILURES|3|Use MFA, rate-limit login endpoints, use vetted auth libraries, and invalidate sessions on logout.
OWASP-08-SOFTWARE-INTEGRITY-FAILURES|2|Verify checksums and signatures for all artifacts; never deserialize untrusted data into complex objects.
OWASP-09-LOGGING-FAILURES|2|Log all security-relevant events with full context, aggregate centrally, and alert on anomalous patterns.
OWASP-10-SSRF|2|Validate all server-side request URLs against a strict allowlist of permitted schemes, hosts, and ports.
PIPELINE-DEPLOYMENT-GATES|2|Require explicit approval or automated policy checks before every deployment to a protected environment.
PIPELINE-ENVIRONMENT-ISOLATION|1|Run each pipeline stage in an isolated context with explicit artifact passing and per-stage credentials.
PIPELINE-FAIL-FAST-PIPELINE|1|Abort the pipeline on the first stage failure; never suppress errors in build, test, or deploy steps.
PIPELINE-MINIMAL-PERMISSIONS|1|Grant each pipeline job only the minimum permissions and secrets required for its specific task.
PIPELINE-NO-SECRETS-IN-LOGS|1|Never echo secrets in pipeline output; use masked variables and pass credentials via stdin or credential helpers.
PIPELINE-REPRODUCIBLE-BUILDS|1|Pin all dependency versions and build tool images so identical inputs always produce identical artifacts.
PKG-ADP|1|Eliminate all cycles in the component dependency graph to enable independent builds and releases.
PKG-CCP|2|Group into one component only the classes that change at the same time for the same reasons.
PKG-CRP|2|Never bundle classes into a component unless all consumers of the component use all of them together.
PKG-REP|2|Group into a component only classes cohesive enough to be released, versioned, and maintained together.
PKG-SAP|2|Stable components must consist primarily of abstract types so they remain extensible without modification.
PKG-SDP|2|Depend only on components more stable than yourself; keep volatile components at the system's edges.
PTAC-COMPOSABLE-FILES|1|Keep files small, focused, and composable rather than large and monolithic.
PTAC-LEAN-CONTENT|1|Keep plain-text content DRY and front-loaded; every line must earn its place.
PTAC-NAVIGABLE-DIRS|2|Every plain-text directory must contain an INDEX.md listing its contents and a README.md describing its purpose.
PTAC-NO-GENERATED-BLOBS|2|Commit source and generation instructions, not generated or binary output blobs.
PTAC-PLAIN-TEXT-FIRST|1|Prefer plain text formats over binary; keep every artifact diffable and human-readable.
SCHEMA-ENUM-EVOLUTION|1|Every enum must include an UNSPECIFIED sentinel and all consumers must handle unknown values without crashing.
SCHEMA-FIELD-OPTIONALITY|1|Every new schema field must be optional with a sensible default; never add required fields to published schemas.
SCHEMA-NO-POLYMORPHIC-BLOBS|1|Never use untyped blobs or Any fields; define an explicit, validated schema for every structured payload.
SCHEMA-SELF-DESCRIBING|1|Every field, enum value, and method must be described clearly enough to understand without external documentation.
SEC-ARCH-ECONOMY-OF-MECHANISM|2|Keep security mechanisms as small and simple as possible; use established libraries, never custom cryptography.
SEC-ARCH-LEAST-COMMON-MECHANISM|2|Minimize shared credentials, caches, and mechanisms between users or components at different trust levels.
SEC-ARCH-OPEN-DESIGN|2|Design security to remain strong when fully disclosed; derive it from key secrecy, never from obscurity.
SEC-ARCH-PSYCHOLOGICAL-ACCEPTABILITY|2|Make the secure path the easiest path; security controls must never incentivize workarounds.
SEC-ARCH-SEPARATION-OF-PRIVILEGE|2|Require two or more independent conditions to grant access to any sensitive resource or operation.
SEC-ARCH-SUPPLY-CHAIN-SECURITY|2|Verify artifact provenance by digest, generate SBOMs, sign releases, and use hermetic build pipelines.
SEC-ARCH-THREAT-MODELLING|2|Enumerate threats with STRIDE before implementation and document every mitigation in version-controlled artifacts.
SEC-ARCH-ZERO-TRUST|2|Authenticate and authorize every request explicitly; never grant implicit trust based on network location.
SIMPLE-DESIGN-FEWEST-ELEMENTS|1|Include the fewest classes and abstractions possible once tests pass, intent is clear, and duplication is removed.
SIMPLE-DESIGN-NO-DUPLICATION|1|Every piece of business logic must exist in exactly one place; eliminate all knowledge duplication.
SIMPLE-DESIGN-PASSES-TESTS|1|All code must pass every test before any other design quality concern is addressed.
SIMPLE-DESIGN-REVEALS-INTENTION|1|Every name and structure must reveal its purpose so that readers need not decipher the code.
SOLID-DIP|1|High-level modules must depend on abstractions, never on concrete low-level implementations.
SOLID-ISP|1|Split fat interfaces into focused role interfaces so each client depends only on methods it actually uses.
SOLID-LSP|1|Subtypes must be fully substitutable for their base type without requiring special-case logic in callers.
SOLID-OCP|1|Add new behavior by writing new code that implements an abstraction; never modify existing proven code.
SOLID-SRP|1|Each module or class must have exactly one reason to change, serving a single stakeholder or concern.
